query,action
"Can you help me seeking my consultation hyderabad? i need to routine check-up. can you assist in finding a suitable time for the appointment, preferably specific hospital chain?",book_appointment
Looking for my scheduled visits kolkata. can you provide information about my upcoming appointments?,my_appointments
Can you help me want my health records in? i would like to access health information for a review.,my_records
"Where can i require this gynecologist near? i have a concern related to routine check-up. preferably, i would like a specific time for appointments.",find_doctor
Looking for this pharmacy bangalore.,find_medicalshop
"Where can i need an infirmary near? it's an emergency situation, and i need immediate assistance. i prefer a hospital with specific time for appointments.",find_hospital
I am looking for some testing facility chennai.,find_lab
"I looking to consult for an schedule hyderabad. i need to preventive care. can you assist in finding a suitable time for the appointment, preferably specific hospital chain?",book_appointment
Where can i want some doctor appointments near? can you provide information about my doctor appointments?,my_appointments
I have a query about this my medical records mumbai. i would like to access patient records for a review.,my_records
"Looking for this medical practitioner around. i have a concern related to second opinion. preferably, i would like a specific time for appointments.",find_doctor
Want some medical store delhi.,find_medicalshop
"Can you help me wish to locate an clinic within? it's an second opinion situation, and i need immediate assistance. i prefer a hospital with male doctor.",find_hospital
Where can i wish to locate the diagnostic center around?,find_lab
"Require a book hyderabad. i need to second opinion. can you assist in finding a suitable time for the appointment, preferably male doctor?",book_appointment
Where can i trying to find an doctor appointments kolkata? can you provide information about my scheduled visits?,my_appointments
