query,location_type,city
"I'm seeking delhi in. it's second opinion, and i require help from a hospital. i'd like a hospital specific hospital chain.",in,Ajmer
"Looking to am looking for gulbarga around. i want to emergency. please find a suitable time for the appointment, male doctor.",around,Gandhidham
Wish to locate vasai-virar close_to. can you tell me about scheduled visits?,close_to,Salem
Have a question about this within gandhinagar. i want to check health records for my review.,within,Jodhpur
I'm am looking for bhiwani near. i need to see a physician because of routine check-up. i prefer specific hospital chain.,near,Gangtok
"Have a question about jaipur in. it's specific medical procedure, and i require help from a medical center. i'd like a hospital female doctor.",in,Bhilai
"Looking to have a question about belgaum around. i want to specific medical procedure. please find a suitable time for the appointment, specific time for appointments.",around,Jamshedpur
Looking for this warangal close_to. can you tell me about upcoming appointments?,close_to,Nandyal
Tell me about ghaziabad within. i want to check health records for my review.,within,Solapur
Trying to find nangloi jat near. i need to see a healthcare provider because of preventive care. i prefer specific time for appointments.,near,Bijapur
"Tell me about hyderabad in. it's emergency, and i require help from a healthcare facility. i'd like a hospital male doctor.",in,Haridwar
"I'm looking to consult for allahabad around. i want to preventive care. please find a suitable time for the appointment, specific hospital chain.",around,Erode
Want some close_to jamshedpur. can you tell me about my appointments?,close_to,Cuttack
Want some kamarhati within. i want to check my medical records for my review.,within,Guntakal
Want my bangalore near. i need to see a doctor because of preventive care. i prefer specific time for appointments.,near,Gorakhpur
"Seeking the in jalgaon. it's second opinion, and i require help from a healthcare facility. i'd like a hospital female doctor.",in,Nashik
"Wish to locate this around gandhidham. i want to emergency. please find a suitable time for the appointment, female doctor.",around,Amritsar
Want this karnal close_to. can you tell me about upcoming appointments?,close_to,Durgapur
Need this nashik within. i want to check my medical records for my review.,within,Bathinda
Where can i want some darbhanga near? i need to see a doctor because of preventive care. i prefer male doctor.,near,Kollam
"I am looking for this bhilai in. it's preventive care, and i require help from a healthcare facility. i'd like a hospital female doctor.",in,Kalyan-Dombivli
"Require my haridwar around. i want to routine check-up. please find a suitable time for the appointment, specific time for appointments.",around,Navi Mumbai
Looking to wish to locate chapra close_to. can you tell me about scheduled visits?,close_to,Varanasi
Require gaya within. i want to check health records for my review.,within,Raiganj
Tell me about darbhanga near. i need to see a doctor because of emergency. i prefer specific time for appointments.,near,Deoghar
"Where can i trying to find my nellore in? it's preventive care, and i require help from a hospital. i'd like a hospital specific hospital chain.",in,Jalandhar
"I trying to find my ahmedabad around. i want to emergency. please find a suitable time for the appointment, male doctor.",around,Cuttack
Looking to looking to consult for imphal close_to. can you tell me about upcoming appointments?,close_to,Chandrapur
Can you help me want the saharanpur within? i want to check health records for my review.,within,Haridwar
Where can i need my surat near? i need to see a doctor because of second opinion. i prefer male doctor.,near,Hindupur
"I seeking an kadapa in. it's specific medical procedure, and i require help from a hospital. i'd like a hospital female doctor.",in,Kanpur
"Looking to am looking for vijayawada around. i want to preventive care. please find a suitable time for the appointment, specific hospital chain.",around,Guntur
Have a question about jamshedpur close_to. can you tell me about scheduled visits?,close_to,Itanagar
Can you help me wish to locate a khammam within? i want to check medical history for my review.,within,Vasai-Virar
Wish to locate some near davanagere. i need to see a healthcare provider because of specific medical procedure. i prefer specific time for appointments.,near,Jabalpur
"I have a question about the kurnool in. it's routine check-up, and i require help from a medical center. i'd like a hospital specific hospital chain.",in,Itanagar
"Wish to locate siliguri around. i want to second opinion. please find a suitable time for the appointment, specific time for appointments.",around,Jalandhar
Where can i looking to consult for a junagadh close_to? can you tell me about scheduled visits?,close_to,Jagdalpur
I have a question about the patna within. i want to check my medical records for my review.,within,Jhansi
Looking for my mathura near. i need to see a doctor because of specific medical procedure. i prefer specific hospital chain.,near,Bareilly
"Looking to looking to consult for chandrapur in. it's second opinion, and i require help from a medical center. i'd like a hospital male doctor.",in,Narasaraopet
"Can you help me looking to consult for some bhilwara around? i want to emergency. please find a suitable time for the appointment, specific hospital chain.",around,Burhanpur
Looking to consult for an jaipur close_to. can you tell me about upcoming appointments?,close_to,Ahmedabad
I trying to find the jamnagar within. i want to check my medical records for my review.,within,Mangalore
