query,action
"Find my doctor raipur look for. need cardiologist, second opinion. prefer specific time for appointments.",find_doctor
Consult for an chemist varanasi.,find_medicalshop
"Try to find this infirmary aurangabad. it's preventive care, need urgent care. prefer hospital female doctor.",find_hospital
I'm question lab patna.,find_lab
"Where question the find schedule jaipur? want preventive care. find time, female doctor.",book_appointment
Question scheduled visits jodhpur. tell about doctor appointments?,my_appointments
"Want the in my medical records. check health information, review.",my_records
"Need my family doctor coimbatore. need gp, preventive care. prefer specific hospital chain.",find_doctor
Seek chemist chennai.,find_medicalshop
"Looking for a healthcare facility jodhpur. it's specific medical procedure, need infirmary. prefer hospital female doctor.",find_hospital
Require this allahabad pathology lab.,find_lab
"Need a appointment jodhpur. want routine check-up. find time, specific hospital chain.",book_appointment
Looking for this doctor appointments kanpur. tell about upcoming appointments?,my_appointments
"I'm look for medical history chennai. check health information, review.",my_records
"Can require some find psychiatrist visakhapatnam? need medical practitioner, emergency. prefer specific time for appointments.",find_doctor
Look for an chemist visakhapatnam.,find_medicalshop
"Looking for some hospital aurangabad. it's emergency, need clinic. prefer hospital male doctor.",find_hospital
Looking for some testing facility bhubaneswar.,find_lab
"Want my book mumbai. want preventive care. find time, specific hospital chain.",book_appointment
Where want some find upcoming appointments jaipur? tell about upcoming appointments?,my_appointments
"Help me require my find health information ahmedabad. check medical history, review.",my_records
"Find my gynecologist bhopal require. need medical practitioner, second opinion. prefer specific hospital chain.",find_doctor
Seek my chemist around.,find_medicalshop
"Where need the find infirmary lucknow? it's second opinion, need emergency room. prefer hospital specific hospital chain.",find_hospital
Where need some find diagnostic center visakhapatnam?,find_lab
"Help me require a find meet with a doctor thiruvananthapuram. want second opinion. find time, specific hospital chain.",book_appointment
Look for an patna scheduled visits. tell about upcoming appointments?,my_appointments
"Where need my find health records aurangabad? check my medical records, review.",my_records
"I'm consult for psychiatrist jaipur. need psychiatrist, preventive care. prefer female doctor.",find_doctor
Want health supply store surat.,find_medicalshop
"Where look for some find emergency room amritsar? it's specific medical procedure, need urgent care. prefer hospital female doctor.",find_hospital
I'm try to find medical laboratory delhi.,find_lab
"Need my arrange a visit mysore seek? want preventive care. find time, male doctor.",book_appointment
Need a my appointments indore try to find? tell about scheduled visits?,my_appointments
"Help me consult for the find my medical records kanpur. check patient records, review.",my_records
"Can try to find this find doctor ranchi? need family doctor, routine check-up. prefer specific hospital chain.",find_doctor
Help me try to find the find health supply store thiruvananthapuram.,find_medicalshop
"Help me look for an find healthcare facility bangalore. it's specific medical procedure, need clinic. prefer hospital male doctor.",find_hospital
Tell me about pathology lab lucknow.,find_lab
"Tell me about arrange a visit hyderabad. want second opinion. find time, female doctor.",book_appointment
Tell me about scheduled visits hyderabad. tell about doctor appointments?,my_appointments
"Help me try to find my find medical history hyderabad. check health records, review.",my_records
"Can look for my find gp around? need gynecologist, emergency. prefer specific time for appointments.",find_doctor
Can consult for the find medical store hyderabad?,find_medicalshop
"Where require a find hospital hyderabad? it's routine check-up, need emergency room. prefer hospital specific hospital chain.",find_hospital
Need a pathology lab coimbatore require?,find_lab
"Help me need an find consultation jodhpur. want preventive care. find time, specific time for appointments.",book_appointment
Can seek a find my appointments kochi? tell about my appointments?,my_appointments
"I'm look for patient records visakhapatnam. check health records, review.",my_records
"Wish some doctor allahabad. need physician, second opinion. prefer male doctor.",find_doctor
Tell me about drugstore kolkata.,find_medicalshop
"Need some healthcare facility aurangabad require? it's preventive care, need clinic. prefer hospital female doctor.",find_hospital
Looking for this lab surat.,find_lab
"Looking for this consultation thiruvananthapuram. want routine check-up. find time, specific time for appointments.",book_appointment
Tell me about scheduled visits jaipur. tell about scheduled visits?,my_appointments
"Need some medical history lucknow require? check patient records, review.",my_records
"Find the pediatrician patna seek. need gp, preventive care. prefer female doctor.",find_doctor
Want some chemist aurangabad.,find_medicalshop
"Need this visakhapatnam medical center. it's emergency, need clinic. prefer hospital specific hospital chain.",find_hospital
Need some clinical lab jodhpur wish?,find_lab
"Help me look for some find appointment mumbai. want second opinion. find time, specific time for appointments.",book_appointment
Require my doctor appointments ranchi. tell about upcoming appointments?,my_appointments
